id,target
345,0.03127
347,0.02586
348,0.02473
349,0.03915
352,0.02791
353,0.02113
354,0.03932
355,0.03044
356,0.03862
357,0.02304
358,0.02509
359,0.03277
361,0.05991
362,0.02731
365,0.03870
366,0.05732
368,0.03224
369,0.02164
371,0.01298
373,0.01701
376,0.05560
377,0.03393
379,0.04696
381,0.02722
382,0.02778
383,0.02728
384,0.03506
385,0.03424
386,0.03540
387,0.03300
388,0.05481
390,0.02306
391,0.03961
392,0.09972
393,0.04084
394,0.03542
396,0.03568
400,0.03671
402,0.12282
403,0.03638
405,0.03226
407,0.04017
409,0.05231
411,0.03389
412,0.02426
414,0.06268
415,0.03762
416,0.01333
418,0.02352
419,0.03053
421,0.01863
422,0.09712
423,0.03957
424,0.04139
426,0.01531
427,0.05097
428,0.04636
436,0.03816
438,0.02955
442,0.03509
443,0.02657
445,0.02722
446,0.02971
447,0.01992
450,0.03276
452,0.01386
453,0.03732
455,0.02815
458,0.05207
459,0.02972
461,0.03873
463,0.01788
467,0.07086
470,0.03510
471,0.03416
472,0.02696
476,0.06861
477,0.03282
481,0.04106
482,0.05234
483,0.09314
485,0.02664
487,0.01673
488,0.02424
490,0.05141
492,0.03035
494,0.05853
497,0.05927
499,0.04859
500,0.03524
501,0.02496
503,0.02794
505,0.03125
506,0.04514
507,0.03054
509,0.03481
510,0.03082
511,0.02953
512,0.02069
514,0.03423
515,0.02489
516,0.02031
517,0.08769
519,0.02924
520,0.04412
521,0.02153
522,0.04015
523,0.05154
527,0.03254
530,0.04254
532,0.03429
534,0.02715
536,0.04389
539,0.03635
543,0.01898
547,0.04762
550,0.04374
551,0.02292
552,0.02160
553,0.06252
555,0.02810
556,0.03091
557,0.02403
558,0.04088
559,0.02334
560,0.02337
561,0.03683
565,0.03409
566,0.02647
567,0.04456
571,0.02588
572,0.02583
574,0.02021
575,0.01836
576,0.06510
577,0.05425
578,0.01990
579,0.04109
581,0.01231
587,0.02005
589,0.02336
590,0.08544
591,0.02076
592,0.03977
593,0.02420
594,0.06483
595,0.06150
596,0.01732
597,0.03232
598,0.06289
600,0.02282
602,0.02064
605,0.02816
606,0.03602
607,0.03720
612,0.01479
613,0.02562
614,0.02367
615,0.03144
616,0.02690
617,0.02048
618,0.05343
620,0.02140
621,0.03326
622,0.02899
623,0.01981
628,0.02598
631,0.03195
632,0.02750
633,0.04212
634,0.04474
635,0.05574
637,0.04772
638,0.05604
640,0.04261
643,0.05551
644,0.10071
645,0.02756
646,0.02788
649,0.02723
651,0.06946
653,0.02757
654,0.04970
655,0.07498
656,0.02503
658,0.07275
659,0.01584
661,0.06142
662,0.04101
663,0.05449
664,0.07159
665,0.03414
667,0.02542
668,0.04479
671,0.03470
673,0.02960
674,0.06004
675,0.02088
676,0.02995
677,0.01788
678,0.02995
679,0.03976
680,0.04300
681,0.06365
682,0.05933
683,0.03289
684,0.02792
686,0.05487
687,0.05179
688,0.06760
690,0.02452
691,0.03010
692,0.04227
693,0.04205
694,0.02951
695,0.02933
696,0.02244
698,0.03460
699,0.01733
702,0.03652
703,0.01454
705,0.04951
706,0.03901
707,0.02239
708,0.03003
709,0.06830
710,0.11779
713,0.04879
714,0.03606
715,0.04376
716,0.04845
717,0.03705
718,0.02301
719,0.02100
720,0.02611
721,0.02993
723,0.02887
724,0.04142
726,0.02010
728,0.06797
730,0.03295
732,0.02869
734,0.02056
735,0.04684
737,0.01748
738,0.03943
741,0.03213
742,0.02672
743,0.02866
746,0.03512
747,0.04600
749,0.05012
750,0.04725
752,0.03819
755,0.04405
757,0.02322
758,0.02639
759,0.02492
765,0.02405
766,0.02193
767,0.08264
768,0.02276
769,0.03772
770,0.01525
771,0.02473
772,0.01915
773,0.05360
775,0.03600
776,0.03914
778,0.02962
779,0.02990
780,0.02971
782,0.03078
783,0.03674
784,0.03893
785,0.02260
786,0.02721
788,0.04222
789,0.02942
792,0.07159
793,0.02626
794,0.03773
797,0.08522
798,0.01605
799,0.05082
800,0.06734
801,0.06050
802,0.08547
805,0.03279
807,0.03795
808,0.01505
811,0.02724
813,0.02597
814,0.03056
815,0.05211
816,0.06229
817,0.01834
819,0.03180
821,0.02959
823,0.02057
825,0.04187
826,0.01816
827,0.02360
828,0.02748
830,0.03430
831,0.03854
833,0.02099
834,0.10076
835,0.03555
836,0.02203
837,0.04875
838,0.07765
840,0.02025
842,0.01791
844,0.03928
845,0.06757
847,0.05086
848,0.05465
850,0.01686
851,0.03724
852,0.03797
853,0.06023
855,0.02171
856,0.04097
857,0.02405
859,0.03895
860,0.03962
862,0.05943
863,0.04214
864,0.03210
867,0.02745
868,0.02676
869,0.01866
871,0.02667
873,0.04428
875,0.04497
876,0.05003
877,0.02500
879,0.08492
880,0.07021
883,0.02794
884,0.02166
885,0.03844
886,0.02668
887,0.02930
888,0.01810
891,0.05043
893,0.02696
895,0.14155
897,0.03397
898,0.07802
901,0.02888
902,0.02033
904,0.07337
905,0.02404
907,0.07122
908,0.03777
909,0.04258
910,0.01595
911,0.01671
913,0.02736
914,0.02536
915,0.03993
916,0.02359
917,0.05019
919,0.04092
920,0.02327
923,0.03525
924,0.02807
925,0.06648
926,0.03668
928,0.02513
929,0.02200
932,0.03424
935,0.04093
936,0.06732
937,0.02688
938,0.02907
939,0.02781
940,0.04164
941,0.02482
944,0.04392
945,0.01755
946,0.04212
947,0.02964
949,0.03020
950,0.02651
952,0.02914
953,0.04460
955,0.01792
956,0.03655
957,0.02396
960,0.04383
961,0.02855
962,0.02487
963,0.02187
964,0.04672
967,0.05050
975,0.02678
976,0.03889
977,0.01941
978,0.03239
980,0.02208
985,0.08359
986,0.06722
987,0.02406
989,0.03029
992,0.02831
994,0.04559
995,0.02147
996,0.02203
997,0.04832
998,0.02221
999,0.04874
1000,0.03260
1004,0.03169
1005,0.05883
1006,0.02003
1007,0.08908
1010,0.01768
1011,0.06211
1012,0.01652
1013,0.02582
1014,0.01991
1016,0.05035
1018,0.04125
1019,0.02815
1020,0.03361
1022,0.03965
1023,0.03195
1024,0.02611
1025,0.05189
1029,0.03441
1031,0.02170
1032,0.02248
1033,0.02841
1034,0.06101
1035,0.03243
1036,0.03563
1037,0.02202
1038,0.02915
1039,0.03850
1041,0.03238
1043,0.02526
1049,0.06223
1050,0.04535
1051,0.04205
1052,0.02813
1053,0.04673
1054,0.04010
1056,0.05469
1057,0.04902
1060,0.04350
1061,0.01422
1062,0.02877
1063,0.04395
1064,0.06319
1065,0.01676
1066,0.06223
1068,0.03096
1073,0.06005
1075,0.02921
1079,0.02846
1081,0.03806
1083,0.09977
1085,0.03677
1086,0.03670
1087,0.02997
1088,0.02216
1089,0.05112
1090,0.04210
1091,0.03557
1092,0.02608
1095,0.02566
1098,0.03656
1099,0.04172
1100,0.06739
1101,0.09134
1103,0.07601
1104,0.04837
1106,0.02430
1107,0.03318
1108,0.06363
1109,0.02722
1113,0.03277
1114,0.05814
1116,0.02502
1117,0.03134
1118,0.02464
1119,0.05117
1120,0.06765
1121,0.03222
1122,0.02651
1123,0.03543
1125,0.02256
1126,0.02578
1127,0.01622
1128,0.04906
1129,0.03116
1130,0.04309
1132,0.03453
1133,0.05133
1136,0.02351
1137,0.07896
1140,0.03303
1142,0.05705
1144,0.04325
1145,0.02770
1146,0.02801
1148,0.05098
1150,0.04072
1151,0.02017
1153,0.06642
1154,0.03396
1155,0.03385
1156,0.04263
1157,0.03305
1158,0.03816
1160,0.02021
1161,0.04976
1167,0.03341
1168,0.02945
1170,0.02785
1171,0.03601
1173,0.02347
1174,0.05369
1175,0.03157
1176,0.03199
1177,0.02078
1178,0.04497
1179,0.03135
1180,0.03806
1181,0.02876
1182,0.02186
1183,0.02560
1185,0.02931
1188,0.03092
1189,0.01516
1190,0.04359
1191,0.04615
1192,0.03578
1194,0.02819
1197,0.03021
1198,0.03848
1199,0.03883
1200,0.03062
1203,0.10014
1204,0.04362
1207,0.02304
1208,0.05331
1209,0.02718
1210,0.04401
1211,0.01797
1213,0.02617
1214,0.03471
1215,0.02680
1216,0.07160
1217,0.03102
1218,0.03327
1219,0.03363
1223,0.04134
1225,0.03646
1226,0.03666
1228,0.08128
1229,0.02821
1231,0.04459
1232,0.08589
1233,0.02930
1235,0.02923
1238,0.02059
1239,0.03754
1240,0.03654
1241,0.02082
1242,0.02275
1243,0.02878
1244,0.02523
1246,0.05518
1249,0.04496
1250,0.01053
1252,0.02057
1254,0.03830
1255,0.02365
1256,0.04110
1257,0.02275
1258,0.02517
1259,0.08073
1260,0.03866
1262,0.02325
1263,0.02287
1264,0.03077
1265,0.06226
1266,0.01938
1269,0.07780
1270,0.02901
1271,0.01244
1272,0.05166
1273,0.03573
1274,0.03585
1277,0.02107
1278,0.02289
1281,0.02604
1282,0.03914
1283,0.01960
1284,0.02408
1285,0.04972
1286,0.03780
1289,0.02650
1291,0.02139
1292,0.04438
1293,0.07570
1294,0.06654
1295,0.05598
1297,0.02125
1298,0.04146
1301,0.03298
1304,0.04985
1305,0.03565
1307,0.04251
1308,0.04833
1309,0.04742
1313,0.07141
1314,0.03321
1316,0.04337
1317,0.02222
1318,0.04629
1320,0.02824
1321,0.01792
1322,0.02230
1323,0.05068
1325,0.03600
1330,0.03246
1331,0.02666
1334,0.04914
1337,0.02904
1339,0.05227
1340,0.02980
1341,0.03233
1343,0.04357
1344,0.01639
1347,0.04782
1348,0.03753
1350,0.02864
1351,0.02911
1355,0.03741
1356,0.04742
1357,0.02564
1358,0.02424
1360,0.01906
1363,0.02698
1364,0.03182
1366,0.03503
1367,0.04430
1368,0.04178
1369,0.05551
1370,0.04394
1375,0.02813
1376,0.01961
1378,0.05953
1379,0.03322
1380,0.06341
1384,0.00920
1385,0.05283
1386,0.03670
1388,0.02688
1389,0.01405
1391,0.06151
1392,0.02663
1393,0.03353
1395,0.03523
1396,0.03099
1399,0.03257
1400,0.03904
1401,0.03932
1404,0.02411
1405,0.02187
1406,0.07194
1407,0.02744
1409,0.02223
1411,0.02797
1414,0.03555
1415,0.05390
1416,0.03446
1418,0.08211
1419,0.03611
1420,0.01809
1422,0.05035
1424,0.02055
1426,0.05081
1427,0.03845
1428,0.02449
1429,0.04535
1431,0.02760
1432,0.06129
1434,0.03532
1435,0.02247
1439,0.04377
1440,0.05409
1441,0.03773
1442,0.02804
1446,0.05936
1447,0.05936
1451,0.01986
1452,0.01793
1454,0.02794
1457,0.01701
1458,0.03111
1459,0.03854
1461,0.02738
1462,0.03018
1465,0.06083
1468,0.03361
1470,0.02692
1471,0.03070
1472,0.02519
1476,0.04222
1482,0.01858
1485,0.04582
1486,0.03972
1487,0.03321
1489,0.03637
1492,0.02671
1494,0.04527
1495,0.03548
1497,0.02121
1499,0.02320
1500,0.01754
1501,0.02352
1505,0.05096
1507,0.03794
1509,0.06327
1511,0.01422
1513,0.01955
1514,0.02714
1515,0.03928
1517,0.06378
1520,0.09485
1522,0.02068
1523,0.02170
1524,0.08153
1526,0.06199
1527,0.02175
1528,0.02580
1531,0.02519
1533,0.04871
1534,0.04807
1535,0.04868
1538,0.03505
1541,0.05911
1542,0.04461
1543,0.02359
1546,0.06366
1548,0.03554
1549,0.04247
1550,0.01978
1551,0.04735
1553,0.04506
1558,0.04721
1560,0.02777
1561,0.02279
1562,0.02743
1565,0.03921
1566,0.05758
1567,0.02157
1568,0.03773
1569,0.02864
1570,0.02515
1573,0.02374
1576,0.02547
1577,0.02274
1579,0.05023
1580,0.05807
1581,0.02929
1584,0.02669
1586,0.02033
1587,0.02547
1590,0.02548
1591,0.02479
1594,0.04089
1595,0.02048
1596,0.01626
1601,0.04901
1605,0.04486
1607,0.05694
1608,0.01849
1610,0.02915
1611,0.04097
1612,0.03790
1616,0.05730
1617,0.04099
1618,0.03036
1620,0.03096
1621,0.03023
1623,0.03749
1624,0.03666
1625,0.03333
1626,0.03448
1628,0.03560
1630,0.02929
1632,0.02022
1633,0.05114
1635,0.03398
1637,0.04554
1638,0.03329
1639,0.04865
1640,0.03278
1643,0.06490
1644,0.03543
1645,0.04842
1647,0.02719
1649,0.01396
1651,0.03807
1652,0.02903
1654,0.02338
1655,0.02077
1656,0.07863
1658,0.05703
1660,0.02028
1661,0.02501
1662,0.05721
1663,0.01693
1664,0.03312
1665,0.06916
1668,0.05579
1669,0.01994
1673,0.04038
1674,0.07509
1675,0.02296
1676,0.03769
1677,0.01685
1679,0.03926
1682,0.07050
1683,0.03937
1685,0.04824
1687,0.03280
1689,0.02945
1690,0.02692
1694,0.03321
1696,0.03358
1697,0.03318
1699,0.05249
1700,0.04875
1701,0.01764
1702,0.01964
1704,0.02329
1705,0.04254
1708,0.03461
1710,0.02190
1712,0.02219
1719,0.03599
1720,0.02663
1722,0.03549
1723,0.03871
1724,0.04445
1725,0.04117
1726,0.04759
1727,0.02353
1728,0.02982
1732,0.04121
1733,0.05401
1734,0.07625
1735,0.04490
1739,0.03059
1740,0.03100
1741,0.07148
1742,0.03671
1743,0.04132
1744,0.04509
1746,0.03508
1750,0.06242
1753,0.02456
1755,0.02244
1758,0.03184
1760,0.02057
1763,0.03147
1765,0.02531
1766,0.04587
1769,0.02128
1771,0.03465
1772,0.02230
1775,0.03426
1776,0.02477
1778,0.01939
1780,0.07382
1781,0.02384
1783,0.02904
1785,0.02199
1788,0.04530
1791,0.05178
1793,0.04001
1794,0.02885
1796,0.01098
1797,0.03244
1798,0.05981
1800,0.07787
1803,0.05689
1804,0.02350
1810,0.02546
1812,0.03052
1813,0.06228
1816,0.03701
1817,0.02593
1818,0.02889
1819,0.03739
1820,0.02035
1821,0.03989
1822,0.03578
1823,0.01824
1826,0.02329
1827,0.05254
1828,0.03275
1829,0.02194
1830,0.02683
1831,0.04951
1834,0.01649
1836,0.03161
1839,0.04140
1841,0.01714
1846,0.02886
1847,0.03001
1850,0.05649
1852,0.05481
1853,0.03546
1854,0.05691
1855,0.04210
1857,0.03958
1858,0.03166
1860,0.06626
1863,0.03666
1866,0.05166
1868,0.04388
1869,0.03184
1870,0.01758
1874,0.02369
1875,0.01339
1877,0.02700
1878,0.01249
1879,0.02835
1881,0.03751
1882,0.05362
1885,0.03990
1886,0.03371
1887,0.05152
1888,0.01182
1889,0.03556
1890,0.04173
1891,0.04865
1892,0.04221
1894,0.04338
1895,0.06219
1896,0.04921
1897,0.02946
1898,0.05452
1901,0.02485
1904,0.03515
1905,0.05397
1906,0.01891
1907,0.03877
1908,0.04510
1910,0.02677
1911,0.02887
1914,0.03096
1916,0.01974
1919,0.04652
1920,0.08350
1921,0.03525
1922,0.02908
1923,0.04983
1924,0.04132
1926,0.03214
1928,0.01524
1929,0.04231
1931,0.01633
1932,0.03639
1933,0.02043
1934,0.03347
1935,0.03199
1936,0.04134
1937,0.03355
1939,0.02536
1940,0.08281
1942,0.03012
1944,0.03717
1945,0.03519
1946,0.04832
1947,0.02740
1948,0.05493
1954,0.04416
1955,0.08608
1956,0.02657
1958,0.02402
1961,0.02846
1963,0.01413
1967,0.03141
1968,0.01903
1970,0.01594
1971,0.03357
1973,0.05648
1979,0.03927
1980,0.05108
1982,0.02191
1984,0.02507
1986,0.02295
1987,0.05238
1989,0.06993
1990,0.05620
1991,0.04493
1993,0.03154
1994,0.03871
1995,0.03000
1996,0.02461
1999,0.05076
2001,0.03508
2002,0.02530
2005,0.03026
2006,0.02326
2008,0.02768
2009,0.03706
2011,0.02266
2012,0.05540
2013,0.03739
2015,0.03732
2017,0.02301
2019,0.01533
2020,0.02242
2022,0.03007
2023,0.02912
2024,0.02929
2026,0.01753
2027,0.05376
2028,0.02945
2029,0.03568
2030,0.06519
2032,0.02916
2033,0.05742
2035,0.02826
2036,0.03101
2037,0.04549
2038,0.04659
2039,0.02501
2040,0.06123
2041,0.01675
2042,0.05940
2043,0.03155
2044,0.02760
2046,0.04530
2047,0.02400
2048,0.02882
2049,0.03781
2050,0.03295
2054,0.03773
2061,0.03199
2063,0.02730
2064,0.02534
2065,0.03487
2067,0.04151
2068,0.02072
2069,0.03893
2070,0.03231
2072,0.02991
2073,0.03152
2075,0.01998
2076,0.02211
2077,0.02971
2078,0.02724
2079,0.01281
2081,0.04124
2082,0.14241
2085,0.02531
2086,0.06611
2087,0.02131
2088,0.10480
2089,0.04870
2091,0.04694
2092,0.03349
2093,0.06968
2094,0.04282
2095,0.03468
2096,0.04792
2097,0.03376
2099,0.01854
2100,0.06156
2103,0.02706
2104,0.01578
2105,0.02332
2106,0.03939
2107,0.01852
2110,0.03588
2113,0.02373
2114,0.05750
2115,0.03859
2118,0.03790
2119,0.05518
2120,0.04097
2121,0.02183
2123,0.02128
2124,0.05066
2128,0.06700
2129,0.06018
2131,0.04667
2132,0.03134
2133,0.04081
2134,0.03579
2137,0.05159
2140,0.03983
2141,0.02524
2142,0.02063
2146,0.02288
2148,0.03764
2149,0.03581
2151,0.03558
2152,0.04043
2153,0.07186
2154,0.07026
2155,0.05736
2158,0.03524
2159,0.07673
2160,0.03604
2161,0.01949
2164,0.03403
2166,0.03544
2167,0.02176
2170,0.06243
2171,0.09193
2172,0.03602
2173,0.02782
2175,0.07989
2177,0.04216
2178,0.05154
2179,0.05307
2180,0.03114
2182,0.03924
2183,0.02351
2184,0.03094
2186,0.02259
2187,0.03393
2188,0.02354
2189,0.02393
2191,0.02554
2192,0.06138
2194,0.03390
2196,0.04374
2197,0.03917
2198,0.02211
2199,0.03361
2200,0.02421
2201,0.02603
2202,0.01629
2205,0.01648
2206,0.02985
2207,0.03058
2208,0.03329
2212,0.03625
2215,0.03052
2216,0.02812
2217,0.02534
2218,0.02994
2220,0.03823
2221,0.03928
2223,0.05451
2225,0.03045
2226,0.03453
2231,0.02654
2232,0.02455
2233,0.03618
2234,0.04625
2235,0.02525
2236,0.02721
2237,0.05280
2239,0.02895
2240,0.01694
2242,0.02535
2247,0.02386
2248,0.01746
2250,0.02709
2251,0.03244
2255,0.04423
2257,0.01870
2258,0.05475
2259,0.06625
2260,0.02022
2261,0.05008
2263,0.03686
2265,0.02578
2266,0.01905
2267,0.05223
2268,0.03299
2269,0.03912
2270,0.05678
2271,0.03912
2272,0.01738
2273,0.04220
2275,0.03142
2276,0.06994
2277,0.01994
2278,0.04462
2279,0.03743
2282,0.04398
2285,0.03770
2286,0.03189
2289,0.04296
2294,0.04306
2296,0.02001
2297,0.05074
2299,0.05144
2300,0.05656
2301,0.07378
2302,0.02981
2305,0.03978
2306,0.06025
2307,0.03363
2308,0.03883
2310,0.06509
2312,0.05222
2316,0.05434
2317,0.02937
2319,0.05284
2320,0.04025
2322,0.02900
2323,0.02295
2324,0.02215
2326,0.02964
2327,0.01932
2328,0.11511
2329,0.03515
2331,0.03699
2335,0.03576
2338,0.02841
2339,0.09547
2340,0.04289
2341,0.02763
2342,0.04496
2345,0.04915
2349,0.02241
2350,0.02685
2351,0.04237
2353,0.06472
2354,0.03637
2355,0.03687
2356,0.03644
2357,0.08758
2359,0.02300
2360,0.08043
2361,0.03820
2362,0.05179
2364,0.05570
2366,0.03419
2368,0.03766
2369,0.05994
2370,0.03509
2372,0.03971
2376,0.01705
2381,0.03679
2383,0.02424
2384,0.04377
2385,0.04220
2386,0.01896
2388,0.05057
2390,0.03459
2392,0.03171
2394,0.04790
2395,0.03173
2396,0.02498
2397,0.03735
2399,0.03896
2401,0.04611
2402,0.01526
2403,0.04465
2405,0.06988
2406,0.06035
2407,0.06173
2408,0.01531
2410,0.01531
2412,0.04200
2415,0.02648
2417,0.02736
2418,0.04169
2420,0.06193
2421,0.04384
2425,0.08551
2426,0.01255
2427,0.02615
2428,0.02137
2429,0.06134
2434,0.03999
2435,0.02626
2436,0.04288
2437,0.03168
2438,0.03452
2439,0.02939
2441,0.04041
2443,0.04096
2444,0.03094
2445,0.04710
2446,0.04192
2449,0.02926
2452,0.04807
2453,0.06554
2454,0.03509
2455,0.03256
2456,0.06427
2457,0.04745
2460,0.08542
2461,0.01939
2463,0.01870
2465,0.03131
2466,0.02982
2468,0.05092
2469,0.07848
2471,0.03725
2472,0.03807
2473,0.05380
2474,0.06031
2475,0.03481
2476,0.04066
2477,0.02322
2478,0.02676
2480,0.02598
2483,0.03253
2484,0.01685
2486,0.07348
2488,0.04019
2489,0.04069
2490,0.02868
2495,0.05158
2496,0.02655
2497,0.06046
2498,0.03405
2503,0.02239
2505,0.05642
2506,0.03403
2507,0.08147
2508,0.04402
2509,0.02455
2514,0.03473
2515,0.04879
2521,0.03959
2522,0.02008
2523,0.03102
2524,0.04205
2526,0.05396
2527,0.05746
2529,0.05214
2530,0.03463
2531,0.05284
2532,0.03772
2534,0.06750
2535,0.02704
2536,0.01680
2537,0.06780
2539,0.03559
2542,0.02895
2545,0.06258
2546,0.03042
2548,0.04690
2549,0.03634
2550,0.02567
2552,0.03700
2554,0.04987
2555,0.02589
2558,0.01953
2560,0.03684
2563,0.03380
2564,0.05478
2565,0.02145
2571,0.08373
2574,0.04556
2575,0.02389
2576,0.02091
2577,0.03207
2578,0.04267
2579,0.05199
2581,0.05525
2582,0.03333
2583,0.02091
2585,0.03538
2586,0.03752
2587,0.03896
2591,0.03717
2592,0.02212
2594,0.02650
2595,0.04723
2597,0.02713
2598,0.06062
2599,0.04443
2600,0.05527
2602,0.04744
2603,0.01913
2605,0.03361
2606,0.02027
2607,0.04206
2608,0.04688
2609,0.03687
2610,0.06218
2611,0.02152
2613,0.03176
2615,0.02212
2616,0.03142
2621,0.04799
2623,0.02308
2624,0.03474
2625,0.03737
2626,0.03488
2627,0.05078
2628,0.02243
2629,0.02673
2630,0.02331
2631,0.04407
2633,0.09694
2634,0.04140
2635,0.03713
2636,0.03031
2638,0.04805
2639,0.03249
2640,0.02678
2642,0.03591
2643,0.05402
2646,0.03013
2647,0.04230
2648,0.05886
2649,0.02920
2650,0.03383
2652,0.01986
2654,0.03346
2658,0.02817
2659,0.02642
2660,0.03211
2661,0.05886
2662,0.02753
2663,0.02931
2665,0.03938
2666,0.02406
2667,0.03267
2668,0.02971
2671,0.04334
2673,0.04364
2674,0.03635
2675,0.03861
2676,0.05108
2677,0.02512
2678,0.02776
2681,0.02831
2683,0.01702
2685,0.06671
2687,0.02986
2690,0.06399
2692,0.02075
2693,0.01558
2694,0.03330
2695,0.03976
2696,0.04004
2697,0.04142
2698,0.04754
2699,0.02996
2701,0.03009
2702,0.05263
2703,0.05701
2705,0.03651
2711,0.03659
2715,0.02614
2720,0.04308
2721,0.05393
2722,0.03525
2724,0.06137
2726,0.02441
2729,0.01910
2730,0.01775
2731,0.02098
2732,0.02641
2733,0.02772
2734,0.06339
2736,0.02512
2738,0.02114
2739,0.04800
2740,0.02386
2741,0.06377
2743,0.02988
2746,0.03456
2747,0.04070
2750,0.04736
2751,0.05234
2752,0.03522
2753,0.01613
2755,0.04082
2756,0.02923
2757,0.01755
2761,0.03916
2763,0.03861
2764,0.03639
2765,0.01794
2767,0.05679
2769,0.04893
2772,0.02789
2774,0.03613
2776,0.02642
2777,0.01379
2778,0.02196
2782,0.04967
2783,0.01631
2786,0.02185
2790,0.02679
2791,0.02214
2792,0.04369
2793,0.02724
2794,0.03083
2795,0.03173
2796,0.04123
2797,0.02355
2800,0.03035
2801,0.01580
2802,0.02523
2804,0.02747
2805,0.04513
2807,0.02173
2808,0.04377
2811,0.06140
2812,0.02546
2813,0.02262
2814,0.08089
2815,0.03932
2817,0.04869
2819,0.04178
2821,0.03931
2825,0.06799
2828,0.02621
2829,0.02774
2831,0.04345
2832,0.03371
2834,0.04720
2835,0.02808
2836,0.05811
2837,0.05602
2838,0.03935
2840,0.02884
2841,0.02111
2842,0.04372
2843,0.01720
2845,0.02238
2847,0.03429
2848,0.01650
2850,0.02939
2851,0.04483
2854,0.02021
2856,0.02582
2857,0.03778
2858,0.02753
2859,0.02133
2862,0.04833
2864,0.01846
2865,0.05677
2866,0.01675
2867,0.03874
2868,0.02808
2869,0.03949
2871,0.03114
2872,0.02640
2873,0.02516
2874,0.03090
2875,0.02972
2878,0.04982
2882,0.02058
2883,0.05313
2886,0.01949
2887,0.01786
2888,0.03302
2889,0.02696
2892,0.02804
2893,0.03263
2895,0.04928
2897,0.02745
2898,0.04549
2899,0.05700
2903,0.02560
2906,0.03449
2907,0.02893
2909,0.02392
2913,0.03952
2915,0.05189
2916,0.02798
2917,0.03175
2918,0.03250
2921,0.02369
2924,0.05987
2925,0.04144
2928,0.07814
2929,0.04784
2931,0.05923
2932,0.04032
2934,0.05196
2936,0.09011
2937,0.05693
2939,0.01985
2940,0.03115
2941,0.03627
2942,0.02769
2943,0.02926
2946,0.01942
2947,0.04056
2949,0.05328
2952,0.03771
2953,0.03568
2954,0.02852
2956,0.01342
2960,0.04334
2962,0.05235
2964,0.04868
2965,0.01803
2966,0.06386
2967,0.03455
2968,0.04502
2971,0.02114
2972,0.03721
2973,0.03473
2975,0.05603
2976,0.02550
2977,0.05619
